,Job Title,Company Name,Location,Date Scraped,Job URL,Job Industry,Job Type,Job Seniority,Job Description
104,"
Marketing Analyst",Stellar Recruitment,Sydney NSW,7/23/2021,https://au.indeed.com/rc/clk?jk=497d6ee1b0c28fb9&fccid=fd0349684567ac9a&vjs=3,NA,NA,NA,"Permanent Position
Full-Time
Sydney CBD
About the Company
Our client is a leading coal producer in Australia and operate coal mines across NSW, QLD and WA. They currently employ over 3000 people across its operations. They boast a positive work environment and endorse a safe culture for everyone, and consider each and every employee to be a valuable asset. They invest in their people's growth and development and provide the tools and support for everyone to be the best they can be.
About the Role
This role is a permanent full-time Monday- Friday position based in the heart of Sydney's CBD. The primary function of this role is to collect, analyse and interpret data and market trends to assist in executing our clients Marketing and Logistics strategy, Reporting to the General Manager of Marketing, you will support with the marketing of coal to Japan and the market risk management associated with such commodity contracts.
Experience/Skills
Relevant Bachelors Degree
High analytical skills
Knowledge of applied statistics
Excellent computer skills, specifically Excel and/or Python skills
Culturally aware, particularly to Asia and South America
Exceptional communication skills
Highly organised and ability to meet deadlines
High attention to detail
Ability to communicate with people of all different cultures
Benefits/Culture
Our client has a highly supportive culture where everyone supports one another. They offer a competitive salary, bonus, subsidised health cover premiums, salary sacrificing, employee assistant programs, education assistance and parental leave to name a few.
How to Apply
Click APPLY now or contact Aleira Woodward at: aleira.w@stellarrecruitment.com.au
Job Ref: AW46382

46382.1"
105,"
Junior Business Analyst - Data Entry",Talent Connect Australia,Sydney NSW,7/23/2021,https://au.indeed.com/rc/clk?jk=a659cdf4919289bd&fccid=aaf64049f0e98a2b&vjs=3,NA,NA,NA,"2 month contract
CBD location
Immediate start

Talent Connect are currently partnering with a high-growth global organisation providing market insights and data-driven intelligence to the financial services market.

This is a fantastic opportunity for a recent graduate or professional with 1-2 years experience seeking a role where they will be part of building a new platform.

You will need:
Accurate data entry
Ability to identify errors in information
Proficient knowledge and experience with Microsoft Office applications
Able to work autonomously and have a determined attitude
Sound written and verbal communication skills
Ability to prioritise and manage tasks
Above all else you must have an analytical aptitude
Additionally, the following skills will be highly regarded but are not essential as full on-the-job training will be provided:
Knowledge of or interest in the banking and payments industry or in market research
Experience with using Q, SPSS, or any other statistical analysis software.
If you feel this role is a great fit for you, apply now by clicking on APPLY with your Resume."
106,"
Data / Reporting Analyst",Coadys Personnel,Sydney NSW•Remote,7/23/2021,https://au.indeed.com/rc/clk?jk=3c9fda25f35c115b&fccid=b6f78a4685744b4e&vjs=3,NA,NA,NA,"Our Client is a well-known tertiary Education provider who currently have an opening for an experienced Data or Reporting Analyst to support their Human Resources Team. Due to ongoing growth and organisational change, they seek the support of a skilled and experienced Data / Reporting Analyst to join their People & Culture team for an initial contract period to commence ASAP.

Responsibilities include:-
Providing accurate reporting on people data
Extracting information and data from Peoplesoft to provide meaningful insights
Maintaining data quality and integrity ensuring protection of all employee data and compliance with Australian data privacy legislation
Supporting the analytics team to provide accurate people reporting for government agencies
Supporting the payroll team to build and provide accurate reporting on payroll data
To be considered for this position you will have at least 3 years experience in a Data or Reporting Analyst role, and ideally will have worked with Peoplesoft, Oracle or similar. You will have advanced Excel skills for exporting, manipulating and formatting data and excellent communication, analytical and time-management skills are essential.

This position will be for a temporary contract period of 3 months however there is the possibility of extension beyond this time and/or a permanent position. A guide on day rate is $320 - $380 per day + Super depending on experience.

Whilst Sydney is in lockdown this role will be based remotely (WFH) however the position is office based (Sydney CBD) once health regulations allow.

For immediate consideration please forward your CV to Liz Coady for review.

Please note only shortlisted candidates will be contacted."
108,"
Commercial Investment Analyst",British American Tobacco,Sydney NSW,7/25/2021,https://au.indeed.com/rc/clk?jk=e2e85c95c6da3692&fccid=8e1a8291113cc060&vjs=3,NA,NA,NA,"BAT is evolving at pace - truly like no other organisation.
To achieve the ambition, we have set for ourselves, we are looking for colleagues who are ready to live our ethos every day. Come be a part of this journey!
BAT AUSTRALIA IS LOOKING FOR A COMMERCIAL INVESTMENT ANALYST
SENIORITY LEVEL: Experienced Non-Management Level
FUNCTION: Marketing
SALARY RANGE: AUD 70k – 80k + excellent benefits + market leading bonus
LOCATION: Sydney , Australia
ROLE POSITIONING AND OBJECTIVES
The role is responsible for supporting the immediate and wider Commercial team to develop the Trade Investment strategy & enhance System/platform performance to deliver revenue growth and maximise Return on Investment. To actively contribute towards Identifying insights & opportunities to support the Trade Commercial Investment (TCI) strategy.
Reports to: Head of TCI
WHAT YOU WILL BE ACCOUNTABLE FOR
Assist in developing insights from results and derive associated actions.
Analyse key Customer Investment metrics to determine the effectivity and make recommendations
Source information and data on investment opportunities and consumer trends
Using insights, assist in developing customer journeys and identifying Digital opportunities to drive customer/business efficiencies, profit, and revenue growth
CAN THIS BE YOUR FUTURE ROLE?
Do you have experience in data analysis?
Do you have strong experience in Excel & reporting?
CRUCIAL EXPERIENCE, SKILLS AND KNOWLEDGE
1-3 years’ experience in a Commercial Analyst role
Strong data analysis capability
Strong Excel and PowerPoint skills
Ability to deliver quality in a fast-paced environment with attention to detail
REMUNERATION AND BENEFITS
You will receive a competitive remuneration package between AUD 70k – 80k.
We have flexible working, great parental leave and carer's leave benefits and a positive and inclusive culture.
..
WE ARE BAT
At BAT we are committed to our Purpose of creating A Better Tomorrow. This is what drives our people and our passion for innovation. See what is possible for you at BAT.
Global Top Employer with 53,000 BAT people across more than 180 markets
Brands sold in over 200 markets, made in 44 factories in 42 countries
Newly established Tech Hubs building world-class capabilities for innovation in 4 strategic locations
Diversity leader in the Financial Times and International Women’s Day Best Practice winner
Seal Award winner – one of 50 most sustainable companies
BELONGING, ACHIEVING, TOGETHER
Collaboration, diversity and teamwork underpin everything we do here at BAT. We know that collaborating with colleagues from different backgrounds is what makes us stronger and best prepared to meet our business goals. Come bring your difference!
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation."
109,"
Lead Analyst",Vistaprint,Sydney NSW,7/25/2021,https://au.indeed.com/rc/clk?jk=69a10ed08bf43cae&fccid=3755b60c862441f9&vjs=3,NA,NA,NA,"Who We Are:
Vistaprint’s Data and Analytics (DnA) organization is working to make our company one of the world’s most well-known and successful data-driven companies. The cross-functional team includes product owners, analysts, technologists, data engineers and more – all focused on providing Vistaprint with information and tools we can use to deliver jaw-dropping customer value. DnA team members are empowered to learn new skills, communicate openly and be active problem-solvers.
We are looking for someone who is:
A team player, immersed in diverse environments (e.g., Product Owners, Marketing, Developers) where you will collaborate on analyses and continually bring forward ideas and insights to drive value for our customers
A team leader, driving the team’s output: you will be a close partner with a General Manager and will be heavily influencing the prioritisation.
An analyst, leveraging complex datasets: you will need to go through multiple data sources and manipulate it to reach an easier-to-digest format
An internal consultant, sharing actionable insights to help your business partners make better decisions on the full spectrum of the customer journey (e.g. Marketing recommendations to drive customer acquisition; site analysis to improve the UX; operations to improve the “On-Time-Delivery”; etc.)
A storyteller, communicating effectively with all audiences: you will communicate risks and dependencies to help with prioritization, as well as communicating complex analytical concepts to non-technical stakeholders to drive data driven decisions. You will use visualization or crisp narratives to deliver your message tailored to your audience.
A scientist, designing and analyzing a/b/n tests: you will design experiments and analyze results to provide insightful recommendations to the business
A student, learning new techniques when required: you will have to learn new skills to get to the best possible recommendations when required. We’ve got you covered with in-house experts and trainings (unlimited access to Udemy on top of company’s workshops)
An owner, solving problems that might appear “out of scope”: you will have to raise your voice if something seems broken and be pro-active to offer solutions
Your Qualifications:
6+ years of experience in data analytics, consulting, business operations or other quantitative field
2+ years of experience mentoring other analysts (or managing a data analytics team)
Ability to understand and prioritize business goals and initiatives
Experience managing and developing highly talented team members
Proven record of helping stakeholders make decisions
Strong problem-solving skills (ability to first translate a business ask into a very concrete question and then to breakdown this question into meaningful analysis)
Compelling communication (able to articulate your point clearly based on your audience)
Good SQL knowledge (aggregations, subqueries, joins, conditional logic, and analytic functions)
Visualization and dashboarding (e.g. Looker or Tableau)
Desired Skills/ Experience:
Degree in math, statistics, engineering, economics, finance, business or other quantitative field
Experience in E-commerce
Experience using Web Analytics tool (Adobe Analytics or Google Analytics)
Experience in experimental design and A/B/N testing
Experience with a programming language (e.g. R/Python)
What's in It for You?
You will grow and learn a lot. You will be exposed to a wide variety of projects in our growing company, work with amazingly hardworking colleagues, and can solve a diverse set of problems.
You’ll have the chance to create a difference. You’ll be working on projects that can have a real impact on decisions – we are a very data driven company
You will love your colleagues and teammates. You will work with people who are as upbeat, smart, and driven as you are. Our Analytics organisation is a distributed team with hardworking professionals from different specializations and backgrounds.
About Us:
As an e-commerce powerhouse, Vistaprint is a dynamic organization that maintains an exciting, entrepreneurial culture. With founder Robert Keane’s return as CEO, we’ve renewed our focus on empowering and helping small businesses. To do this, we create customer value (and delight) through accessible, cutting-edge technology. We thrive on providing opportunities for exploration, collaboration, innovation and growth – for both our customers and our team.
To apply:
Does this sound like an exciting opportunity for you? Then we'd love to hear from you! Apply now providing your CV and cover letter. We are looking forward to talking to you!
s, we strive to do more than the law requires"
110,"
Power BI Reporting Analyst",Technology People Australia,Sydney NSW•Remote,7/25/2021,https://au.indeed.com/rc/clk?jk=7b43c7cb36ea9772&fccid=89c383543f785c1f&vjs=3,NA,NA,NA,"The role is to build and maintain a suite of reports in Power BI/excel that deliver to stakeholders globally more self-service analytics and reports that are fed by live data streams. The reports that are required are weekly pipeline reporting, quarterly diversity reporting, monthly scorecards, and bi-yearly metric reporting.

What will you do?
review processes and systems in their current state and identify areas for improvementgather requirements for new & existing reportsdevelop new reports, enhance existing reports, problem-solving and support
design and develop Power BI reports according to user requirements

What do you need?
Power BI DAX report development, data modelling, and visualisation
system & analytical skills including reporting & interpreting dataexperience addressing data integrity issues like manipulation, validation, and cleansing
Power QuerySome development experience JavaScript, Node JS, to support the API builds would also be highly desirable.

What's in it for you?
Senior Permanent Roleclose to public transport (Sydney CBD)WFH 2-3 days per week post-pandemic

If you are interested in this Power BI Reporting/Analyst role please send a Microsoft Word copy for your CV and a summary of relevant experience based on the information above."
111,"
Technical Business Analyst - 7533",Paxus,Sydney NSW,7/25/2021,https://au.indeed.com/rc/clk?jk=9c35fd7d82bad0a3&fccid=0be9b830285b4790&vjs=3,NA,NA,NA,"About the role:
Client facing Technical Business Analyst to facilitate, support and deliver business record and information management initiatives and operational activities.

Required Capabilities

Work with clients in assessing their information and records management needs in terms of business benefits and compliance with legislative requirements

Work with various business units to understand / document their business processes and develop the relationship with information management to provide better context-based advice

Lead and drive business transition and embed change to improve information management and usage of recordkeeping systems and tools

Skills, Experience & Qualifications

Sound knowledge of contemporary records management requirements and processes, best practise procedures and applicable legislation, including experience with electronic information and records management solutions.

Hands on experience with usage and configuration of EDRMS software with Objective ECM experience desirable.

Experience in records management file plan creation and business classification compliance.

Experience in the analysis and documentation of business processes leading to the development of appropriate information solutions.

Experience with data lifecycle management including data mapping and translation in support of data migrations. Hands on knowledge of data mitigation processes including data volume management, security and reconciliation.

Sound analytical, investigative and problem solving skills and the ability to develop practical solutions to complex problems and Good working knowledge of MS Excel to support data analysis and profiling.

Interested in Applying?

Please click on Apply or share an updated Cv to hturlapati@ paxus.com.au with Reference ID: 200202616

To be considered for the role click the 'apply' button or for more information about this and other opportunities please contact Harini Turlapati on 02 94645532 or email: Hturlapati@paxus.com.au and quote the above job reference number.

Paxus values diversity and welcomes applications from Indigenous Australians, people from diverse cultural and linguistic backgrounds and people living with a disability. If you require an adjustment to the recruitment process please contact me on the above contact details.

Initial 9 Months Contract with an extension

Experience with usage and configuration of EDRMS software with Object ECM

Near to Public Transport, Flexible work culture, WFH"
112,"
Sr Business Analyst, JAPAC Licensing and Consumption (Aus ba...",Palo Alto Networks,Sydney NSW,7/25/2021,https://au.indeed.com/rc/clk?jk=5d99db46d8b4dc83&fccid=0562f887e2bed9ea&vjs=3,NA,NA,NA,"Company Description
Our Mission
At Palo Alto Networks® everything starts and ends with our mission:
Being the cybersecurity partner of choice, protecting our digital way of life.
We have the vision of a world where each day is safer and more secure than the one before. These aren’t easy goals to accomplish – but we’re not here for easy. We’re here for better. We are a company built on the foundation of challenging and disrupting the way things are done, and we’re looking for innovators who are as committed to shaping the future of cybersecurity as we are.
Disruption is at the core of our technology and on our way of work to meet the needs of our employees now and in the future through FLEXWORK, our approach to how we work. We’re changing the nature of work from benefits to learning, location to leadership, we’ve rethought and recreated every aspect of the employee experience at Palo Alto Networks. And because it FLEXes around each individual employee based on their individual choices, employees are empowered to push boundaries and help us all evolve, together.

Job Description
Your Career
We are looking for a Sr Business Analyst: Licensing and Consumption to support the JAPAC Customer Retention and JAPAC Business Value services teams in constructing compelling consumption agreements for Major accounts. You will partner with a range of functions including sales and operations, whilst being an integral part of the JAPAC Customer Retention organization. This role is a great fit for a self-starter who enjoys driving business impact, can serve as an internal consultant (e.g., problem solver) and owner and will have the opportunity to contribute to our largest deals with our focus customers.
Candidature should be a data expert and possess a combination of analytical and strategic abilities to create, develop and prepare complex consumption based, licensing proposals for delivery to customers; along with insights into the value that these will offer.
Ideally based in Sydney, this role reports to the Director, Sales GTMs, APAC, with a strong dotted line into the Senior Manager, Business Value Services, JAPAC.
Your Impact
Track, collate and report on install base inventory
Collaborate with customer success for adoption metrics
Collaborate with customer experience for BPA/PPA insights
Oversee and manage processes to track future growth and projects and interpret in terms of future consumption
Understand and stay up to date on latest licensing & SKUs
Familiar with product to license alignment
Collaborate with legal teams to build out contracts
Partner with deal desk on quoting, discounts & customisation
Support process enhancements, modifications and best practices development
Assist in driving readiness for new sales hires and ongoing sales processes training
Recommend ways to drive simplicity and improve processes with internal tools, documentation and technology
Oversee and assist with taking projects for key customers from start to finish
Demonstrate accountability to deliver key project components within short time-frames and work towards important deadlines

Qualifications
Your Experience
Strong organizational skills, self-starter, and can quickly identify and resolve inefficiencies across the business
A mission-driven, team player approach and a desire to make an impact and difference
Must have hands-on experience in business analysis, data analytics, statistical modeling and expert know-how of G Suite, SFDC, etc.
Exceptional communication skills and proven ability to create and manage initiatives across numerous cross-functional stakeholders
Strong understanding of sales processes and methodologies
Fluent in English is required, Chinese and Japanese would be beneficial
Additional Information
The Team
Our sales team members work hand-in-hand with large organizations around the world to keep their digital environments protected. We educate, inspire, and empower our potential clients in their journey to security.
You support the sales team by providing research, reports, and craft and support systems and processes that enable the process of sales. It’s a true partnership, one built on building the best cybersecurity solutions for each individual client.
Our Commitment
We’re trailblazers that dream big, take risks, and challenge cybersecurity’s status quo. It’s simple: we can’t accomplish our mission without diverse teams innovating, together.
We are committed to providing reasonable accommodations for all qualified individuals with a disability. If you require assistance or accommodation due to a disability or special need, please contact us at accommodations@paloaltonetworks.com.
Palo Alto Networks is an equal opportunity employer. We celebrate diversity in our workplace, and all qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or other legally protected characteristics."
113,"
Data & Analytics Support Lead/Production Support (MSBI/Azure...",The Recruitment Company,Sydney NSW,7/25/2021,https://au.indeed.com/rc/clk?jk=b363ca4f47678c8b&fccid=86b33657c5f56739&vjs=3,NA,NA,NA,"ASX Listed Finance Company seeks a passionate Data Analytics Support Lead (MSBI/Azure) to join their expanding Data & Analytics capability.

The company is experiencing ongoing growth and success globally.

Key role in the organization.

Benefits to you:

Excellent role for your CV
Chance to work with Azure Synapse
Flexible working arrangements.
Competitive Salary


Our Data & Analytics Support Lead will be both technically savvy and an excellent communicator to support the Data & Analytics strategy through operational support and stability of data warehousing solutions. Also be confident in managing related configuration and change control processes.

Key Experience:

Excellent customer service & stakeholder management
Strong experience with Microsoft BI suite - SSIS, SSAS, SSRS.
Sound knowledge of Data Warehousing methodologies - Data Vault (Bonus not essential), Star Schemas.
Experience with Data Warehouse scheduling and orchestration tools.
Experience managing change in a complex DW environment.
Degree in Computer Science or similar.
Experience with Azure is a bonus (ideally Azure Synapse is highly beneficial!)

Interviews next week!

Or if preferred text Anna-Maria on 0426 503 822 and I will get back to you.

We also other roles that may be interesting for you so please reach out for a confidential discussion."
114,"
Data Analyst / Business Analyst",GoTech Solutions Pty Ltd,Sydney NSW•Temporarily Remote,7/25/2021,https://au.indeed.com/company/GoTech-Solutions-Pty-Ltd/jobs/Data-Analyst-fbcfe1af6a4ef642?fccid=1a0e92c7c3567d8e&vjs=3,NA,NA,NA,"The data analyst is skilled team member with knowledge and skills to turn raw data into information and insight, which can be used to make business decisions.o Hands-on development experience with skills in:o Interpret data, analyse results using statistical techniques and provide ongoing reportso Identify, analyse, and interpret trends or patterns in complex data setso Working experience with data warehouse and data lake environments.o Strong Understanding of overall data domain and related concepts of Data Lineage, Metadata Managemento Work with business stakeholders to prioritize business and information needso Strong skills in Advanced SQL queries and Unix Shell Scriptingo Data Warehouse storage services such as Teradata, Oracle, etco Data storage services such as HBase, Hive, HDFS etco Proven working experience as a Data Analyst or Business Data Analysto Expertise in data modelling principles/methodso Minimum 5 Years of working experience in Data Analytics, Data warehousing and Data Lake related IT development projectso Previous working experience in Banking Domain and understanding of Banking Domain conceptso Previous working experience in Agile Methodologieso Sound communication skills - both written and verbalContract length: 6 monthsJob Types: Full-time, ContractSalary: $50.00 – $100.00 per hourSchedule:8 hour shiftExperience:Data Analyst / Business Analyst: 2 years (Preferred)Work Remotely:Temporarily due to COVID-19"
115,"
Data Modeler/Data Analyst",GoTech Solutions Pty Ltd,Sydney NSW•Temporarily Remote,7/25/2021,https://au.indeed.com/company/GoTech-Solutions-Pty-Ltd/jobs/Data-Modeler-Data-Analyst-b06d6f2132858eb7?fccid=1a0e92c7c3567d8e&vjs=3,NA,NA,NA,"Skilled modeller with experienced in ERWIN or related data modelling tools, ER Modelling, etc. Experience in Agile/Scrum development practices is desirableA bias for action and the ability to influence a team toward a culture of qualityStrong communication, persuasion, interpersonal, and presentation skillsAbility to effectively manage multiple competing initiativesAbility to listen and quickly distill information to recommend a course of action in driving project deliverables or escalationsClient-facing experience with the ability to translate between internal and external client needsAd-Tech industry experience is a plusTechnical background is preferred (degree or work experience in Data Science, Computer Science, Computer and Information Technology, Systems Analysis & Design, Management Information Systems, etc.)Contract length: 6 monthsJob Types: Full-time, ContractSalary: $50.00 – $90.00 per hourSchedule:8 hour shiftExperience:Data Modeler: 2 years (Preferred)Work Remotely:Temporarily due to COVID-19"
116,"
Senior Business Analyst - Data Migration",GoTech Solutions Pty Ltd,Sydney NSW•Temporarily Remote,7/25/2021,https://au.indeed.com/company/GoTech-Solutions-Pty-Ltd/jobs/Senior-Business-Analyst-b421d01d071e16aa?fccid=1a0e92c7c3567d8e&vjs=3,NA,NA,NA,"Strong communicatorStakeholder mgtExperience in Data migration projectsBusiness mapping to Target, and Target to downstream and ensure data flowing appropriatelyHands on experience in Batch executionContract length: 6 monthsJob Types: Full-time, ContractSalary: $50.00 – $90.00 per hourSchedule:8 hour shiftWork Remotely:Temporarily due to COVID-19"
117,"
Sr. Business Analyst",GoTech Solutions Pty Ltd,Sydney NSW•Temporarily Remote,7/25/2021,https://au.indeed.com/company/GoTech-Solutions-Pty-Ltd/jobs/Senior-Business-Analyst-a9de724e3af152af?fccid=1a0e92c7c3567d8e&vjs=3,NA,NA,NA,"Strong communicatorStakeholder mgtExperience in Data migration projectsBusiness mapping to Target, and Target to downstream and ensure data flowing appropriatelyHands on experience in Batch executionContract length: 6 monthsJob Types: Full-time, ContractSalary: $50.00 – $100.00 per hourSchedule:8 hour shiftWork Remotely:Temporarily due to COVID-19"
118,"
Risk & Compliance Analyst",Onset,Sydney NSW,7/25/2021,https://au.indeed.com/rc/clk?jk=d9e05c189655fbf9&fccid=59e3633fa27cbc3d&vjs=3,NA,NA,NA,"Security Risk & Compliance Analyst


A leading healthcare company is looking at building their Security Team with a Security Risk & Compliance Analyst.


The candidate will be working with internal stakeholders and have an understanding of cyber security risk management, governance, policy and process. You’ll be the voice of security working on advisory projects and working closely with the broader GRC team. You could come from a technical background, advisory or consulting background with passion to make your mark in the world of Security.


Core skills:

Awareness of security standards such as ISO27001, NIST or PCI-DSS
Knowledge of risk management methodologies;
Security policy and procedure writing knowledge or experience as they relate to core security artefacts defined in a security framework;
An interest in business and technical areas in the development of security controls and documentation in preparation for audits
Experience or understanding of developing technical documentation;
An understanding of information security tools such as SIEM, EPP, IPS, IDS and GRC Products;
Support accreditation and compliance activities.

Having worked in a GRC consultant or Analyst would be a bonus, but if you’re looking at getting a start within the GRC space and land your first pure security role this role would also be relevant.


I’d be keen to understand how you keep up to date with security, what self development you’ve done in your own time and why security as an industry!


Mikky - 0419 044 837 | mikky@theonset.com.au"
120,Data & Insights Analyst,Australian Communications and Media Authority,Sydney NSW,2021-07-26,https://au.indeed.com/rc/clk?jk=4874af542b5ca1bd&fccid=0852f8f78bdbe8b7&vjs=3,NA,NA,NA,"We want to hear from you if you are a creative problem solver with a keen interest in data analytics and a drive to learn and master new knowledge and techniques. If you are interested in working as part of a high-calibre and energetic team and in a dynamic collaborative work environment with a focus on growing data and analytics capability, this role is for you.
Canberra, Melbourne, Sydney
APS Level 5 - $75,726 to $81,762 | APS Level 6 - $83,463 to $94,255 plus 15.4% superannuation
We are seeking a Data & Insights Analyst with a passion for data analytics and telling meaningful stories from insights gained with data. In this role you will work closely with a data and analytics hub of domain experts and part of a growing team of data subject matter experts within the agency.

In this role you will contribute to the delivery of the ACMA’s data and analytics projects and help us better report, derive insights and assist in making our data more accessible. You will have access to a range of datasets for analysis and reporting including consumer survey data, compliance and enforcement data from a range of industries we regulate, and spectrum data such as Radiocommunications licence data.

You will help design and develop interactive reports, dashboards and other data outputs using a variety of data sources to inform the agency and public on communications and media in Australia. You can see some of the teams’ interactive reports on the ACMA website—take a look at our Communications and Media in Australian series.

You will work as part of cross-functional, multi-disciplinary teams to deliver data action projects that solve business problems and deliver actionable insights and build reporting capability on topics such as spectrum and telecommunications performance.

You will have access to a secure cloud-based data analytics platform, which has been purpose designed and built to integrate a range of data for insightful reporting and the development of data visualisations and related products.

This role is perfectly suited for a curious and pragmatic Data & Insights Analyst with high attention to detail, and who is motivated to deliver business insights that can be used to foster data-driven decision making.

We want to hear from you if you are a creative problem solver with a keen interest in data analytics and a drive to learn and master new knowledge and techniques.

If you are interested in working as part of a high-calibre and energetic team and in a dynamic collaborative work environment with a focus on growing data and analytics capability, this role is for you.

Our ideal candidate will have experience in a data orientated role or analytics related field which will have developed their technical skills in the use of data analysis and visualisation software and database tools including PowerBI and SQL.

To succeed in this role, you will need to be able to extract, cleanse, structure and transform, analyse and translate data into easy to understand visualisations. You will need to understand data models and have experience in analysing large and small datasets to discover trends, patterns and actionable insights.

You will need to be able to communicate and engage effectively through data storytelling and synthesise and present results to stakeholders at all levels to support our regulatory decision making. You will have excellent verbal and written communication skills with an ability to document processes and explain data in a way that can be understood by non-technical stakeholders.

We are looking for a candidate who understands the value of collaboration and is able to work with various stakeholder groups. You will make an active contribution working in multi-disciplinary, cross-functional project teams to ensure data deliverables assist the ACMA to achieve its business objectives.

The successful candidate will be someone who can provide support and guidance to end-users on interactive reports and dashboards, and who can assist with enhancing existing reports or gathering requirements for new reports to be developed.

ACMA Candidate pack - Data & Insights Analyst - A210129 APS5_6 Opens in new window"
121,"Professional, Data Analysis",CoreLogic,Sydney NSW,2021-07-26,https://au.indeed.com/rc/clk?jk=52f1c6197c3ca098&fccid=67e7d62a7f3782fd&vjs=3,NA,NA,NA,"Job Summary:
Join our team of over 5,000 employees globally, who provide the insights through data and next generation technology that help millions of people find, buy and protect the homes they love. From the beginning, CoreLogic has been driven by a single purpose – to innovate and create solutions that solve our clients’ toughest challenges in the housing market. CoreLogic is the trusted source for property intelligence, with deep knowledge of powerful economic, social, and environmental forces that promote healthy housing markets and thriving communities.
We apply that same dedication to creating a diverse and inclusive work culture that inspires innovation and bold thinking. A place where individuals can work on small teams, feel valued, and directly impact the real estate industry. We believe our team members are the best in the business, and we will continue to recruit, retain, develop and reward our most important asset – our people!
CoreLogic RP Data is the industry's leading provider of property information, analytics and risk management services in Australia and New Zealand, serving thousands of real estate agents, developers, investors and multi-national corporations and financial institutions, including the Reserve Bank of Australia. Our main activity is the delivery of accurate and detailed property information and analytics.

In this role you will be responsible for the delivery of assigned tasks in the areas of data analysis, data extraction, data assessment, documentation and reporting.
Job Description:
A Data Analyst in the fulfillment team has a keen focus on custom data to support our clients needs. You will have a passion for accuracy and automation to drive efficiencies and process improvement across our delivery.
Delivery of custom data extracts including briefing, SQL querying, delivery and after delivery Client support
Data analysis and reporting/presentation of results
Perform as a subject matter expert on the company’s residential data assets
Stakeholder engagement of both internal and external customers
Ensure that all data assets, processes and systems have adequate documentation in place to ensure that there are no single points of failure
Residential Data Reporting on a periodic basis
Identification of data anomalies and reporting them back to the Data Quality Team
Job Qualifications:
To be successful in this role the key competencies required include:
Intermediate technical querying skills in SQL Server essential
Key focus on communication and ability to have your message heard and understood
Excellent attention to detail and focus on accuracy
Ability to time manage and escalate as needed
Delivery oriented and ability to drive towards deadlines
A detailed understanding of data and data structures
Ability to create clarity for stakeholders (technical and non-technical)
Degree qualified in a technical or business related discipline or a minimum of 12 months commercial experience
CoreLogic's Diversity Commitment:
CoreLogic is fully committed to employing a diverse workforce and creating an inclusive work environment that embraces everyone’s unique contributions, experiences and values. We offer an empowered work environment that encourages creativity, initiative and professional growth and provides a competitive salary and benefits package. We are better together when we support and recognize our differences.
EOE AA M/F/Veteran/Disability:
CoreLogic is an Equal Opportunity/Affirmative Action employer committed to attracting and retaining the best-qualified people available, without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, disability or status as a veteran of the Armed Forces, or any other basis protected by federal, state or local law. CoreLogic maintains a Drug-Free Workplace.
Please apply on our website for consideration.
Privacy Policy - http://www.corelogic.com/privacy.aspx
Connect with us on social media! Click on the quicklinks below to find out more about our company and associates."
