Job Title,Company Name,Location,Date Scraped,Job URL,Job Industry,Job Type,Job Seniority,Job Description
11,Data Engineer,Sopra Steria,"Madrid, Community of Madrid, Spain",2021-07-26,https://es.linkedin.com/jobs/view/data-engineer-at-sopra-steria-2658679500?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=D6hOfvovHY3OJaFvSKVSBw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Associate,"En Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú. Nuestros empleados coinciden en el gran equipo y ambiente que formamos en Sopra Steria. Somos más de 46.000 personas trabajando en 25 países y nuestra misión es unir talento y tecnología, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial."
12,Data Engineer,elternativa,"Barcelona, Catalonia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/data-engineer-at-elternativa-2658681334?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=BQmZvuIHoM05v%2Fa77416DA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,NA,NA,NA,"En elternativa buscamos al mejor talento en el área de Data, por ello, nos gustaría que contases con: - Experiencia en Talend y/o Talend Big Data. - Experiencia en la herramienta de Integración de Data Management TALEND (Talend Studio Data Integration). - Capacidad de Desarrollar y analizar los requerimientos. - Diseñar e implementar soluciones de Data según las necesidades del proyecto. - Explotación y análisis de datos de gran volumen."
13,Transportation Performance Analyst,Amazon,"Barcelona, Catalonia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/transportation-performance-analyst-at-amazon-2534758993?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=5ECrayr9HfAhJvufgfyOYQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,"Computer Software, Information Technology and Services, and Internet","Employment type
Full-time",Not Applicable,"Description  Are you passionate about leveraging data to deliver actionable insight that impacts daily business decision of Amazon in a promising new market segment? Does the prospect of dealing with massive volume of data excite you? Amazon is seeking a Transportation Performance Analyst to join Amazon's European Special Handling (EU SH) team. EU SH team is responsible for the end-to-end Heavy/Bulky journey in the fulfilment, supply chain and transportation daily business and its strategic vision in Europe. Amazon has culture of data-driven decision-making, and demands business intelligence that is timely, accurate, and actionable. During our day to day operations, tons of data is generated which is leveraged to take our important business decisions. Our ideal candidate thrives in a fast-paced environment, relishes working with large transactional volumes and big data, enjoys the challenge of highly complex business contexts (that are typically being defined in real-time), and, above all else, is passionate about data and analytics. As an Analyst you will be developing SQL/ETL queries, accessing data warehouse and redshift clusters, creating automated reports through macros, creating relevant KPIs and metrics for performance of team as well as for transportation operations. Publish daily/weekly performance reports. You will give us business insights based upon data to further improve our operations and processes.  A successful candidate knows and loves working with business intelligence tools, is comfortable accessing and working with big data from multiple sources, and passionately partners with the business to identify strategic opportunities and deliver results.  You should have an internal drive to answer “why?” questions, excellent analytical abilities and strong technical skills.         Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice to know more about how we collect, use and transfer the personal data of our candidates   - Amazon Road Transport Spain, S Job ID: A1511255"
14,Data Engineer,Seedtag,"Madrid, Community of Madrid, Spain",2021-07-26,https://es.linkedin.com/jobs/view/data-engineer-at-seedtag-2658515041?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=9njp2c9irMmmRQos7XLhrQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,Marketing and Advertising,"Employment type
Full-time",Mid-Senior level,We are looking for a talented Data Engineer to help us change the world of digital advertising together.  ABOUT US
15,CRM Business Analyst,Wall Street English,"Barcelona, Catalonia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/crm-business-analyst-at-wall-street-english-2620893838?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=D35OP9NQvDGF7%2FZQQJoppA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,Education Management,"Employment type
Full-time",Associate,"Wall Street English is now looking for a CRM Business Analyst to join our International head office in Barcelona.  Wall Street English Wall Street English is recognized as one of the leading English language education brands with learning centers around the world from Asia to Europe and Africa to Latin America. Our unique blended learning method has helped over three million adults learn English and we have a current enrolment of over 175,000 students."
16,Software Developer,Accial Capital,"Barcelona, Catalonia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/software-developer-at-accial-capital-2662329058?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=GOib5vlZe%2BRIj7MHCda%2BXQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,NA,NA,NA,"To Apply: We are looking for a smart and driven individual to join our core team as a Software Developer. The individual will be responsible for developing internal solutions to improve our proprietary system, ORCA, and internal and external dashboards that help in decision making during the due diligence and investment process with our partners. The candidate will also be responsible for our API service to ensure partners are correctly integrated into it and to make modifications when needed. This role will support both the Data Engineering Manager and the Director of Risk."
17,Desarrolladores C++/Python,GRUPO INVOIN,"Madrid, Community of Madrid, Spain",2021-07-26,https://es.linkedin.com/jobs/view/desarrolladores-c%2B%2B-python-at-grupo-invoin-2658677584?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=Tr1o07HGa46FiEkKuvCgmQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,Human Resources,"Employment type
Full-time",Not Applicable,En Grupo INVOIN necesitamos incorporar Desarrolladores C++/Python para un proyecto estable de desarrollo de visión artificial en Madrid. Características del puesto Salario abierto a experiencia. Desarrollo profesional de tu carrera y posibilidad de promoción interna en una importante empresa de ingeniería española.
18,Data Engineer,Huxley,"Barcelona, Catalonia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/data-engineer-at-huxley-2662315763?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=s3qnqfJGO7wMqrFLII7mkA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,Automotive,"Employment type
Full-time",Entry level,Our opportunity  We are seeking a Data Engineer to join our Team  Your role As a Data Engineer your main objectives will involve:
19,Software Developer,Numen Technologies,"Barcelona, Catalonia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/software-developer-at-numen-technologies-2658661559?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=lioEbysor%2FGhPTq%2FwQWIxw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,NA,NA,NA,"NUMEN TECHNOLOGIES es una startup especializada en el desarrollo de soluciones innovadoras en el ámbito de la cybersecurity. Queremos ofrecer productos y soluciones capaces de garantizar la plena operatividad de los sistemas TIC de cualquier entorno, home office, pequeñas y mediana empresa y grandes compañías, en condiciones de total seguridad."
20,Senior Business Analyst (AEM),Merkle EMEA,"Barcelona, Catalonia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/senior-business-analyst-aem-at-merkle-emea-2620882730?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=hTqHcv%2Foc7ElT6X14Z2JOw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Marketing and Advertising,"Employment type
Full-time",Mid-Senior level,We are looking for a Business Analyst with solid experience in the Adobe Experience Manager /Adobe Experience Cloud area.  Main Responsibilities
21,Senior Financial Analyst,Hyperion Materials & Technologies,"Martorelles, Catalonia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/senior-financial-analyst-at-hyperion-materials-technologies-2614168764?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=%2F2VCO3YVCTWMjosDHqnlZw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Mechanical or Industrial Engineering,"Employment type
Full-time",Associate,"Hyperion Materials & Technologies Spain está buscando  Senior Financial Analyst  Hyperion Materials & Technologies es un proveedor global de línea completa de innovadoras soluciones de carburo cementado, diamante y nitruro de boro cúbico. Permitimos a nuestros clientes mejorar el rendimiento comercial con herramientas, aplicaciones y componentes efectivos y resistentes al desgaste en materiales duros y súper duros. Ofrecemos soluciones de productos, servicios únicos y experiencia en el desarrollo de aplicaciones para satisfacer las necesidades competitivas de nuestros clientes, y nuestra extensión global nos permite ofrecer a nuestros clientes soporte local."
22,Desarrollador/Programador,Universidad Francisco de Vitoria,"Madrid, Community of Madrid, Spain",2021-07-26,https://es.linkedin.com/jobs/view/desarrollador-programador-at-universidad-francisco-de-vitoria-2658673773?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=x%2B0DeGZO2MjZEbLT3BOacA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,Higher Education,"Employment type
Full-time",Not Applicable,"En la Universidad Francisco de Vitoria estamos en plena transformación digital y buscamos un Desarrollador/Programador para el área de Desarrollo. Si tienes interés en desarrollarte en gestión de proyectos sin alejarte del desarrollo, ¡te estamos buscando! ¿Cuál será tu día a día?"
23,Desarrollador/a de Software - REACT,osapiens,Greater Madrid Metropolitan Area,2021-07-26,https://es.linkedin.com/jobs/view/desarrollador-a-de-software-react-at-osapiens-2658676051?refId=HpcX1X%2FOCkiUtr%2Bkk2ybzw%3D%3D&trackingId=dF%2B5a9ST3L2bKGObJm6Xuw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,NA,NA,NA,"osapiens, fundada en 2018 en el centro de Mannheim (Alemania), es una startup de rápido crecimiento que ayuda a las empresas que producen, mueven, venden o mantienen bienes físicos mediante la automatización de sus operaciones utilizando datos e inteligencia artificial. Somos un equipo competente con más de 17 nacionalidades que garantiza la satisfacción del cliente y crea valor entregando proyectos de principio a fin, desde el diseño hasta la implementación. Marca la diferencia. Asume la responsabilidad. Permítenos crear tu oportunidad de crecimiento. Estaremos encantados de recibirte en nuestro moderno, abierto e inspirador lugar de trabajo."
24,Frontend Software Engineer – Avaloq Wealth Platform,Avaloq,"Madrid, Community of Madrid, Spain",2021-07-26,https://es.linkedin.com/jobs/view/frontend-software-engineer-%E2%80%93-avaloq-wealth-platform-at-avaloq-2656307962?refId=XPwqJABWCW0%2BeHQWzM%2Fqmw%3D%3D&trackingId=S6Kj5HW5t0xkfxgYJGkE8g%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card,Financial Services,"Employment type
Full-time",Mid-Senior level,"Our team is responsible for the implementation of the new Avaloq Wealth platform.  You will be surrounded by smart, highly capable people who are passionate to build the next generation of innovative applications to address the upcoming challenges of the Wealth Management industry."
25,Data Analytics and Scientist (Business Intelligence) - Heineken,ManpowerGroup Talent Solutions,"Madrid, Community of Madrid, Spain",2021-07-26,https://es.linkedin.com/jobs/view/data-analytics-and-scientist-business-intelligence-heineken-at-manpowergroup-talent-solutions-2662295046?refId=XPwqJABWCW0%2BeHQWzM%2Fqmw%3D%3D&trackingId=jRKuO9n1Y2S8vu5BY0c8%2FA%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,Food & Beverages,"Employment type
Full-time",Mid-Senior level,"HEINEKEN ESPAÑA busca para Madrid un Data Analytics and Scientist para el departamento de BUSINESS INTELLIGENCE. Te ofrecemos la posibilidad de formar parte de nuestro equipo de Recursos Humanos, en un entorno ágil, dinámico y en el que podrás demostrar y desarrollar todo tu potencial en un contexto de gran exigencia en una Compañía líder en su sector."
26,Programador Full Stack,"Atlantic International Technology, S.L.","Seville, Andalusia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/programador-full-stack-at-atlantic-international-technology-s-l-2658662728?refId=XPwqJABWCW0%2BeHQWzM%2Fqmw%3D%3D&trackingId=G0GZH8t9zAsU9%2FbpQfBTfA%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,NA,NA,NA,Programador de proyectos en tecnologías Web para Atlantic International Technology  Grado Ingeniería o Ciclo Grado Medio/Superior en Programación - Experiencia mínima 2 años
27,Quality Analyst / Project Management Control,Forcontact Iberia SL,"Barcelona, Catalonia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/quality-analyst-project-management-control-at-forcontact-iberia-sl-2658670125?refId=XPwqJABWCW0%2BeHQWzM%2Fqmw%3D%3D&trackingId=pEpD45i06Dhn9Ux%2FSXVXhA%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card,NA,NA,NA,"About us Forcontact is a Swiss company with 15 years of experience in outsourcing. Its offices are in Switzerland, Albania, Croatia, Kosovo, Spain and are constantly growing. The company has established itself in the Swiss and international markets helping many to manage their relationship with their clients through a professional approach and the use of computer tools that maximise efficiency and quality."
28,Mobile App Business Analyst,Randstad España,"Barcelona, Catalonia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/mobile-app-business-analyst-at-randstad-espa%C3%B1a-2658672224?refId=XPwqJABWCW0%2BeHQWzM%2Fqmw%3D%3D&trackingId=hc73CKBTHNRBx074mYyiNQ%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Associate,"We are recruiting for one of the top ten Multinational Insurance Company based in Barcelona.  Join a multidisciplinary team with an ambitious goal – deliver a global, all-in-one employee mobile app that modernizes our workforce experience."
29,C# .Net Developer Full Stack (.net core / WPF),Ryanair - Europe's Favourite Airline,"Madrid, Community of Madrid, Spain",2021-07-26,https://es.linkedin.com/jobs/view/c%23-net-developer-full-stack-net-core-wpf-at-ryanair-europe-s-favourite-airline-2655363797?refId=XPwqJABWCW0%2BeHQWzM%2Fqmw%3D%3D&trackingId=CSSFIjJKeBS3pl5gZXXLQQ%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card,Airlines/Aviation,"Employment type
Full-time",Mid-Senior level,"Ryanair Holdings plc, Europe's largest airline group, is the parent company of Buzz, Lauda, Malta Air & Ryanair DAC. Carrying over 154 m guests p.a. on more than 2,400 daily flights from 82 bases, the group connects over 200 destinations in 40 countries on a fleet of over 475 aircraft, with a further 210 Boeing 737's on order, which will enable the Ryanair Group to lower fares and grow traffic to 200m p.a. by FY24."
30,Data Scientist,VIEWNEXT,"Valencia, Valencian Community, Spain",2021-07-26,https://es.linkedin.com/jobs/view/data-scientist-at-viewnext-2624686964?refId=XPwqJABWCW0%2BeHQWzM%2Fqmw%3D%3D&trackingId=b7IuDwEtcRIve1gNi5GBIg%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Mid-Senior level,"¿Estás en proceso de búsqueda de un cambio? ¿Te interesan los nuevos retos?  Si tienes al menos tres años de experiencia en Python y Machine Learning y quieres formar parte de un proyecto para un gran cliente del sector público, ¡esta es tu oportunidad, queremos conocerte!"
31,Digital Marketing Analyst,IC Creative,"Andalusia, Spain",2021-07-26,https://es.linkedin.com/jobs/view/digital-marketing-analyst-at-ic-creative-2639920628?refId=XPwqJABWCW0%2BeHQWzM%2Fqmw%3D%3D&trackingId=0%2Fm%2ByuLrf7zsugkQM3vAKQ%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card,Staffing and Recruiting,"Employment type
Full-time",Mid-Senior level,I am recruiting multiple Digital Marketing Analysts to join an international organisation. The successful candidate will help produce analytics reports for marketing campaigns and consumer research.  Responsibilities will include but are not limited to the following:
32,🔴C++ Developer – Cliente final🔴,HubTalent,"Madrid, Community of Madrid, Spain",2021-07-26,https://es.linkedin.com/jobs/view/%F0%9F%94%B4c%2B%2B-developer-%E2%80%93-cliente-final%F0%9F%94%B4-at-hubtalent-2655794704?refId=XPwqJABWCW0%2BeHQWzM%2Fqmw%3D%3D&trackingId=o%2BM0wfdAo7ehsrPSJePQGg%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card,"Management Consulting, Computer & Network Security, and Government Administration","Employment type
Full-time",Associate,"Para importante empresa de Cybersecurity, especilistas en un su sector y con producto propio, puntero a nivel tecnológico, buscamos un C++ Developer, la persona se integrará en el equipo de Software:  Funciones:"
33,Software Engineer,K2 Partnering Solutions,"Madrid, Community of Madrid, Spain",2021-07-26,https://es.linkedin.com/jobs/view/software-engineer-at-k2-partnering-solutions-2612661262?refId=XPwqJABWCW0%2BeHQWzM%2Fqmw%3D%3D&trackingId=ghczqJOWS4NEouBqGsvqiw%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Mid-Senior level,"Pega Developer and Pega Architect Location: Madrid, Spain Contract Type: Permanent contract Language: English (Minimum B2+)"
